"year","month","brand","ytd_registrations"
2023,1,"OPEL",1390
2023,1,"TOYOTA",1166
2023,1,"HYUNDAI",1143
2023,1,"CITROEN/DS",1114
2023,1,"PEUGEOT",952
2023,1,"VOLKSWAGEN",696
2023,1,"SUZUKI",522
2023,1,"KIA",385
2023,1,"RENAULT",343
2023,1,"FORD",309
2023,1,"NISSAN",307
2023,1,"AUDI",226
2023,1,"FIAT",211
2023,1,"DACIA",209
2023,1,"JEEP",206
2023,1,"VOLVO",205
2023,1,"MERCEDES",194
2023,1,"BMW",179
2023,1,"SEAT",175
2023,1,"SKODA",173
2023,1,"MAZDA",105
2023,1,"LAND_ROVER",61
2023,1,"MINI",56
2023,1,"ALFA_ROMEO",52
2023,1,"TESLA",43
2023,1,"CUPRA",35
2023,1,"PORSCHE",16
2023,1,"LEXUS",14
2023,1,"JAGUAR",13
2023,1,"HONDA",12
2023,1,"ABARTH",7
2023,1,"SUBARU",5
2023,1,"MASERATI",3
2023,1,"MITSUBISHI",2
2023,1,"SMART",2
2023,1,"LEAPMOTOR",1
2023,2,"TOYOTA",2404
2023,2,"PEUGEOT",2261
2023,2,"OPEL",2216
2023,2,"CITROEN/DS",2122
2023,2,"HYUNDAI",1807
2023,2,"VOLKSWAGEN",1206
2023,2,"SUZUKI",833
2023,2,"KIA",816
2023,2,"FORD",781
2023,2,"BMW",720
2023,2,"RENAULT",627
2023,2,"AUDI",553
2023,2,"NISSAN",517
2023,2,"DACIA",443
2023,2,"FIAT",430
2023,2,"MERCEDES",420
2023,2,"JEEP",404
2023,2,"SKODA",381
2023,2,"VOLVO",326
2023,2,"SEAT",324
2023,2,"MINI",167
2023,2,"MAZDA",144
2023,2,"TESLA",141
2023,2,"LAND_ROVER",120
2023,2,"ALFA_ROMEO",116
2023,2,"CUPRA",54
2023,2,"PORSCHE",36
2023,2,"HONDA",31
2023,2,"LEXUS",24
2023,2,"JAGUAR",22
2023,2,"SUBARU",13
2023,2,"ABARTH",12
2023,2,"SMART",7
2023,2,"MASERATI",4
2023,2,"MITSUBISHI",2
2023,2,"CHAUSSON",1
2023,2,"LEAPMOTOR",1
2023,2,"BENTLEY",1
2023,2,"LOTUS",1
2023,3,"TOYOTA",3988
2023,3,"OPEL",3501
2023,3,"CITROEN/DS",3166
2023,3,"PEUGEOT",2999
2023,3,"HYUNDAI",2703
2023,3,"VOLKSWAGEN",2203
2023,3,"FORD",1434
2023,3,"KIA",1411
2023,3,"SUZUKI",1339
2023,3,"BMW",1310
2023,3,"RENAULT",1086
2023,3,"AUDI",978
2023,3,"MERCEDES",859
2023,3,"NISSAN",857
2023,3,"DACIA",843
2023,3,"FIAT",818
2023,3,"SKODA",773
2023,3,"JEEP",601
2023,3,"SEAT",588
2023,3,"VOLVO",492
2023,3,"TESLA",477
2023,3,"MINI",365
2023,3,"MAZDA",225
2023,3,"LAND_ROVER",166
2023,3,"ALFA_ROMEO",164
2023,3,"CUPRA",158
2023,3,"PORSCHE",58
2023,3,"HONDA",49
2023,3,"JAGUAR",43
2023,3,"LEXUS",41
2023,3,"SUBARU",23
2023,3,"ABARTH",19
2023,3,"SMART",15
2023,3,"MASERATI",10
2023,3,"MITSUBISHI",3
2023,3,"LOTUS",2
2023,3,"LANCIA",1
2023,3,"LEAPMOTOR",1
2023,3,"CHAUSSON",1
2023,3,"BENTLEY",1
2023,3,"ZHIDOU",1
2023,4,"TOYOTA",5191
2023,4,"OPEL",4501
2023,4,"CITROEN/DS",4007
2023,4,"PEUGEOT",3637
2023,4,"HYUNDAI",3119
2023,4,"VOLKSWAGEN",3060
2023,4,"KIA",1939
2023,4,"BMW",1876
2023,4,"FORD",1861
2023,4,"SUZUKI",1682
2023,4,"RENAULT",1526
2023,4,"AUDI",1382
2023,4,"FIAT",1315
2023,4,"MERCEDES",1172
2023,4,"NISSAN",1112
2023,4,"DACIA",1108
2023,4,"SKODA",1064
2023,4,"JEEP",835
2023,4,"SEAT",787
2023,4,"VOLVO",617
2023,4,"TESLA",530
2023,4,"MINI",434
2023,4,"MAZDA",282
2023,4,"LAND_ROVER",247
2023,4,"ALFA_ROMEO",201
2023,4,"CUPRA",185
2023,4,"PORSCHE",74
2023,4,"LEXUS",61
2023,4,"HONDA",57
2023,4,"JAGUAR",48
2023,4,"SUBARU",34
2023,4,"ABARTH",23
2023,4,"MASERATI",17
2023,4,"SMART",15
2023,4,"MITSUBISHI",4
2023,4,"BENTLEY",2
2023,4,"LOTUS",2
2023,4,"LANCIA",1
2023,4,"LEAPMOTOR",1
2023,4,"CHAUSSON",1
2023,4,"ZHIDOU",1
2023,5,"TOYOTA",6844
2023,5,"OPEL",5895
2023,5,"CITROEN/DS",4672
2023,5,"PEUGEOT",4422
2023,5,"VOLKSWAGEN",4183
2023,5,"HYUNDAI",4089
2023,5,"BMW",2473
2023,5,"KIA",2435
2023,5,"SUZUKI",2266
2023,5,"FORD",2246
2023,5,"RENAULT",2101
2023,5,"MERCEDES",1854
2023,5,"AUDI",1756
2023,5,"NISSAN",1533
2023,5,"FIAT",1490
2023,5,"DACIA",1398
2023,5,"SKODA",1183
2023,5,"SEAT",1048
2023,5,"JEEP",932
2023,5,"VOLVO",891
2023,5,"MINI",783
2023,5,"TESLA",772
2023,5,"MAZDA",438
2023,5,"LAND_ROVER",316
2023,5,"CUPRA",248
2023,5,"ALFA_ROMEO",216
2023,5,"LEXUS",109
2023,5,"PORSCHE",95
2023,5,"HONDA",78
2023,5,"JAGUAR",53
2023,5,"SUBARU",45
2023,5,"SMART",26
2023,5,"ABARTH",25
2023,5,"MASERATI",21
2023,5,"MITSUBISHI",19
2023,5,"BYD",4
2023,5,"BENTLEY",2
2023,5,"LOTUS",2
2023,5,"CHAUSSON",1
2023,5,"LANCIA",1
2023,5,"LEAPMOTOR",1
2023,5,"ZHIDOU",1
2023,5,"LEVC",1
2023,6,"TOYOTA",8703
2023,6,"OPEL",6984
2023,6,"CITROEN/DS",5732
2023,6,"PEUGEOT",5415
2023,6,"VOLKSWAGEN",5112
2023,6,"HYUNDAI",4961
2023,6,"KIA",3350
2023,6,"SUZUKI",3092
2023,6,"BMW",2871
2023,6,"FORD",2712
2023,6,"RENAULT",2424
2023,6,"MERCEDES",2338
2023,6,"AUDI",2138
2023,6,"DACIA",1796
2023,6,"FIAT",1789
2023,6,"NISSAN",1770
2023,6,"SKODA",1558
2023,6,"SEAT",1237
2023,6,"VOLVO",1162
2023,6,"MINI",1101
2023,6,"JEEP",1073
2023,6,"TESLA",877
2023,6,"MAZDA",551
2023,6,"LAND_ROVER",365
2023,6,"CUPRA",341
2023,6,"ALFA_ROMEO",251
2023,6,"LEXUS",143
2023,6,"PORSCHE",114
2023,6,"HONDA",111
2023,6,"JAGUAR",76
2023,6,"SUBARU",53
2023,6,"MITSUBISHI",51
2023,6,"SMART",41
2023,6,"MASERATI",27
2023,6,"ABARTH",26
2023,6,"BYD",4
2023,6,"LEVC",4
2023,6,"BENTLEY",2
2023,6,"LOTUS",2
2023,6,"FERRARI",1
2023,6,"CHAUSSON",1
2023,6,"LANCIA",1
2023,6,"ZHIDOU",1
2023,6,"LEAPMOTOR",1
2023,7,"TOYOTA",10521
2023,7,"OPEL",7799
2023,7,"PEUGEOT",6725
2023,7,"CITROEN/DS",6314
2023,7,"HYUNDAI",5913
2023,7,"VOLKSWAGEN",5775
2023,7,"KIA",3932
2023,7,"SUZUKI",3757
2023,7,"BMW",3217
2023,7,"FORD",3084
2023,7,"FIAT",3049
2023,7,"RENAULT",2994
2023,7,"MERCEDES",2540
2023,7,"AUDI",2462
2023,7,"DACIA",2276
2023,7,"NISSAN",1873
2023,7,"SKODA",1803
2023,7,"VOLVO",1389
2023,7,"SEAT",1363
2023,7,"JEEP",1283
2023,7,"MINI",1259
2023,7,"TESLA",909
2023,7,"MAZDA",653
2023,7,"LAND_ROVER",404
2023,7,"CUPRA",394
2023,7,"ALFA_ROMEO",277
2023,7,"LEXUS",186
2023,7,"PORSCHE",123
2023,7,"HONDA",119
2023,7,"JAGUAR",95
2023,7,"SUBARU",62
2023,7,"MITSUBISHI",51
2023,7,"SMART",41
2023,7,"MASERATI",34
2023,7,"ABARTH",27
2023,7,"MG",22
2023,7,"BYD",4
2023,7,"LEVC",4
2023,7,"BENTLEY",2
2023,7,"LOTUS",2
2023,7,"FERRARI",1
2023,7,"CHAUSSON",1
2023,7,"LANCIA",1
2023,7,"LEAPMOTOR",1
2023,7,"ZHIDOU",1
2023,8,"TOYOTA",12099
2023,8,"OPEL",8437
2023,8,"PEUGEOT",7763
2023,8,"CITROEN/DS",7030
2023,8,"HYUNDAI",6713
2023,8,"VOLKSWAGEN",6320
2023,8,"KIA",4467
2023,8,"SUZUKI",4364
2023,8,"FIAT",4300
2023,8,"BMW",3387
2023,8,"FORD",3292
2023,8,"RENAULT",3273
2023,8,"AUDI",2743
2023,8,"MERCEDES",2686
2023,8,"DACIA",2508
2023,8,"NISSAN",2113
2023,8,"SKODA",1986
2023,8,"VOLVO",1544
2023,8,"SEAT",1450
2023,8,"JEEP",1370
2023,8,"MINI",1329
2023,8,"TESLA",1040
2023,8,"MAZDA",809
2023,8,"LAND_ROVER",443
2023,8,"CUPRA",426
2023,8,"ALFA_ROMEO",297
2023,8,"LEXUS",203
2023,8,"HONDA",132
2023,8,"PORSCHE",129
2023,8,"JAGUAR",104
2023,8,"MG",95
2023,8,"SUBARU",75
2023,8,"MITSUBISHI",52
2023,8,"SMART",46
2023,8,"MASERATI",35
2023,8,"ABARTH",33
2023,8,"BYD",4
2023,8,"LEVC",4
2023,8,"BENTLEY",2
2023,8,"LOTUS",2
2023,8,"FERRARI",1
2023,8,"CHAUSSON",1
2023,8,"LANCIA",1
2023,8,"LEAPMOTOR",1
2023,8,"ZHIDOU",1
2023,9,"TOYOTA",13633
2023,9,"OPEL",9092
2023,9,"PEUGEOT",8758
2023,9,"CITROEN/DS",8058
2023,9,"HYUNDAI",7495
2023,9,"VOLKSWAGEN",6776
2023,9,"SUZUKI",5072
2023,9,"KIA",4885
2023,9,"FIAT",4738
2023,9,"BMW",4104
2023,9,"RENAULT",3661
2023,9,"FORD",3597
2023,9,"MERCEDES",3003
2023,9,"AUDI",2994
2023,9,"DACIA",2853
2023,9,"NISSAN",2294
2023,9,"SKODA",2198
2023,9,"VOLVO",1755
2023,9,"MINI",1580
2023,9,"SEAT",1524
2023,9,"JEEP",1509
2023,9,"TESLA",1373
2023,9,"MAZDA",897
2023,9,"CUPRA",607
2023,9,"LAND_ROVER",535
2023,9,"ALFA_ROMEO",306
2023,9,"MG",274
2023,9,"LEXUS",235
2023,9,"HONDA",158
2023,9,"PORSCHE",145
2023,9,"JAGUAR",127
2023,9,"SUBARU",78
2023,9,"SMART",53
2023,9,"MITSUBISHI",52
2023,9,"ABARTH",37
2023,9,"MASERATI",35
2023,9,"BYD",4
2023,9,"LEVC",4
2023,9,"FERRARI",2
2023,9,"BENTLEY",2
2023,9,"LOTUS",2
2023,9,"ESAGONO_ENERG",1
2023,9,"CHAUSSON",1
2023,9,"LANCIA",1
2023,9,"ZHIDOU",1
2023,9,"LEAPMOTOR",1
2023,10,"TOYOTA",14691
2023,10,"OPEL",9843
2023,10,"PEUGEOT",9470
2023,10,"CITROEN/DS",8851
2023,10,"HYUNDAI",8443
2023,10,"VOLKSWAGEN",7357
2023,10,"SUZUKI",5900
2023,10,"KIA",5544
2023,10,"FIAT",5208
2023,10,"BMW",4723
2023,10,"FORD",3935
2023,10,"RENAULT",3917
2023,10,"MERCEDES",3534
2023,10,"AUDI",3376
2023,10,"DACIA",3095
2023,10,"NISSAN",2583
2023,10,"SKODA",2492
2023,10,"VOLVO",1956
2023,10,"MINI",1733
2023,10,"JEEP",1662
2023,10,"SEAT",1609
2023,10,"TESLA",1500
2023,10,"MAZDA",1109
2023,10,"CUPRA",800
2023,10,"LAND_ROVER",594
2023,10,"MG",473
2023,10,"ALFA_ROMEO",329
2023,10,"LEXUS",253
2023,10,"PORSCHE",187
2023,10,"HONDA",187
2023,10,"JAGUAR",143
2023,10,"SUBARU",85
2023,10,"SMART",56
2023,10,"MITSUBISHI",52
2023,10,"MASERATI",42
2023,10,"ABARTH",40
2023,10,"BYD",4
2023,10,"LEVC",4
2023,10,"FERRARI",2
2023,10,"BENTLEY",2
2023,10,"LOTUS",2
2023,10,"ESAGONO_ENERG",1
2023,10,"LANCIA",1
2023,10,"CHAUSSON",1
2023,10,"LEAPMOTOR",1
2023,10,"ZHIDOU",1
2023,10,"ROLLS_ROYCE",1
2023,11,"TOYOTA",15572
2023,11,"OPEL",10245
2023,11,"PEUGEOT",10045
2023,11,"CITROEN/DS",9568
2023,11,"HYUNDAI",9339
2023,11,"VOLKSWAGEN",7900
2023,11,"SUZUKI",6758
2023,11,"KIA",6034
2023,11,"FIAT",5620
2023,11,"BMW",5497
2023,11,"RENAULT",4294
2023,11,"FORD",4251
2023,11,"MERCEDES",3871
2023,11,"AUDI",3803
2023,11,"DACIA",3311
2023,11,"NISSAN",2879
2023,11,"SKODA",2819
2023,11,"VOLVO",2175
2023,11,"MINI",1912
2023,11,"JEEP",1830
2023,11,"SEAT",1705
2023,11,"TESLA",1598
2023,11,"MAZDA",1285
2023,11,"CUPRA",1043
2023,11,"LAND_ROVER",704
2023,11,"MG",642
2023,11,"ALFA_ROMEO",366
2023,11,"LEXUS",267
2023,11,"PORSCHE",220
2023,11,"HONDA",214
2023,11,"JAGUAR",150
2023,11,"SUBARU",92
2023,11,"SMART",68
2023,11,"MITSUBISHI",52
2023,11,"MASERATI",47
2023,11,"ABARTH",45
2023,11,"BYD",4
2023,11,"LEVC",4
2023,11,"FERRARI",3
2023,11,"BENTLEY",3
2023,11,"LOTUS",2
2023,11,"ESAGONO_ENERG",1
2023,11,"LANCIA",1
2023,11,"LEAPMOTOR",1
2023,11,"CHAUSSON",1
2023,11,"ZHIDOU",1
2023,11,"ROLLS_ROYCE",1
2023,11,"SAIC_MAXUS",1
2023,12,"TOYOTA",16400
2023,12,"OPEL",10384
2023,12,"PEUGEOT",10195
2023,12,"HYUNDAI",9877
2023,12,"CITROEN/DS",9753
2023,12,"VOLKSWAGEN",8384
2023,12,"SUZUKI",7606
2023,12,"KIA",6363
2023,12,"BMW",6201
2023,12,"FIAT",5840
2023,12,"RENAULT",4727
2023,12,"FORD",4523
2023,12,"MERCEDES",4243
2023,12,"AUDI",4120
2023,12,"DACIA",3587
2023,12,"SKODA",3223
2023,12,"NISSAN",3091
2023,12,"VOLVO",2388
2023,12,"MINI",2326
2023,12,"JEEP",1921
2023,12,"TESLA",1841
2023,12,"SEAT",1797
2023,12,"MAZDA",1387
2023,12,"CUPRA",1148
2023,12,"LAND_ROVER",784
2023,12,"MG",730
2023,12,"ALFA_ROMEO",380
2023,12,"LEXUS",286
2023,12,"HONDA",235
2023,12,"PORSCHE",234
2023,12,"JAGUAR",156
2023,12,"SUBARU",102
2023,12,"SMART",77
2023,12,"MITSUBISHI",56
2023,12,"MASERATI",47
2023,12,"ABARTH",46
2023,12,"LEVC",4
2023,12,"BYD",4
2023,12,"BENTLEY",4
2023,12,"FERRARI",3
2023,12,"SERES",2
2023,12,"LOTUS",2
2023,12,"LANCIA",1
2023,12,"LEAPMOTOR",1
2023,12,"ESAGONO_ENERG",1
2023,12,"ZHIDOU",1
2023,12,"CHAUSSON",1
2023,12,"ROLLS_ROYCE",1
2023,12,"SAIC_MAXUS",1
2024,1,"TOYOTA",1948
2024,1,"CITROEN/DS",1376
2024,1,"PEUGEOT",1291
2024,1,"SUZUKI",926
2024,1,"OPEL",918
2024,1,"HYUNDAI",805
2024,1,"VOLKSWAGEN",573
2024,1,"BMW",529
2024,1,"SKODA",497
2024,1,"NISSAN",456
2024,1,"AUDI",430
2024,1,"KIA",417
2024,1,"MG",416
2024,1,"FIAT",387
2024,1,"FORD",313
2024,1,"MERCEDES",252
2024,1,"MAZDA",197
2024,1,"JEEP",145
2024,1,"RENAULT",140
2024,1,"DACIA",104
2024,1,"SEAT",103
2024,1,"MINI",93
2024,1,"VOLVO",91
2024,1,"CUPRA",78
2024,1,"LAND_ROVER",66
2024,1,"TESLA",57
2024,1,"ALFA_ROMEO",45
2024,1,"HONDA",27
2024,1,"LEXUS",21
2024,1,"PORSCHE",12
2024,1,"SMART",10
2024,1,"MITSUBISHI",9
2024,1,"JAGUAR",8
2024,1,"SERES",5
2024,1,"SUBARU",3
2024,1,"ABARTH",2
2024,1,"MASERATI",1
2024,1,"VOYAH",1
2024,2,"TOYOTA",3738
2024,2,"CITROEN/DS",2403
2024,2,"PEUGEOT",2283
2024,2,"SUZUKI",1689
2024,2,"HYUNDAI",1665
2024,2,"OPEL",1636
2024,2,"BMW",1026
2024,2,"VOLKSWAGEN",957
2024,2,"FIAT",926
2024,2,"KIA",808
2024,2,"NISSAN",753
2024,2,"AUDI",752
2024,2,"SKODA",738
2024,2,"FORD",652
2024,2,"MG",642
2024,2,"MERCEDES",557
2024,2,"MAZDA",412
2024,2,"SEAT",340
2024,2,"TESLA",319
2024,2,"RENAULT",315
2024,2,"JEEP",296
2024,2,"DACIA",290
2024,2,"MINI",251
2024,2,"VOLVO",224
2024,2,"CUPRA",155
2024,2,"LAND_ROVER",106
2024,2,"ALFA_ROMEO",75
2024,2,"HONDA",45
2024,2,"LEXUS",37
2024,2,"MITSUBISHI",28
2024,2,"PORSCHE",20
2024,2,"SMART",16
2024,2,"SUBARU",14
2024,2,"JAGUAR",14
2024,2,"SERES",7
2024,2,"ABARTH",7
2024,2,"SAIC_MAXUS",3
2024,2,"MASERATI",2
2024,2,"BENTLEY",1
2024,2,"VOYAH",1
2024,3,"TOYOTA",5216
2024,3,"PEUGEOT",3317
2024,3,"CITROEN/DS",3219
2024,3,"HYUNDAI",2521
2024,3,"SUZUKI",2470
2024,3,"OPEL",2411
2024,3,"NISSAN",1874
2024,3,"BMW",1563
2024,3,"FIAT",1520
2024,3,"VOLKSWAGEN",1440
2024,3,"SKODA",1192
2024,3,"AUDI",1130
2024,3,"KIA",1115
2024,3,"FORD",948
2024,3,"MG",929
2024,3,"MERCEDES",904
2024,3,"DACIA",707
2024,3,"RENAULT",693
