"year","month","brand","model","ytd_registrations","ytd_market_share"
2023,9,"MG","MARVEL R",334,0.7
2023,9,"TESLA","MODEL S",322,0.7
2023,9,"SKODA","ENYAQ",313,0.7
2023,9,"RENAULT","ZOE",309,0.7
2023,9,"PORSCHE","TAYCAN",305,0.7
2023,9,"BMW","IX",302,0.7
2023,9,"NISSAN","LEAF",286,0.6
2023,9,"DR","EQ1",250,0.5
2023,9,"BMW","IX3",242,0.5
2023,9,"AUDI","Q8",237,0.5
2023,9,"TESLA","MODEL X",211,0.5
2023,9,"VOLKSWAGEN","ID BUZZ",205,0.4
2023,9,"VOLVO","C40",205,0.4
2023,9,"MG","ZS",187,0.4
2023,9,"KIA","EV6",177,0.4
2023,9,"SMART","#1",173,0.4
2023,9,"CITROEN","C4 X",170,0.4
2023,9,"KIA","NIRO",164,0.4
2023,9,"MERCEDES","EQE",160,0.3
2023,9,"FIAT","DOBLO",158,0.3
2023,9,"TOYOTA","PROACE CITY",155,0.3
2023,9,"HYUNDAI","IONIQ 5",133,0.3
2023,9,"NISSAN","ARIYA",97,0.2
2023,9,"DS","DS3",88,0.2
2023,9,"MAZDA","MX-30",87,0.2
2023,9,"MG","MG5",82,0.2
2023,9,"AUDI","E-TRON GT",77,0.2
2023,9,"CITROEN","BERLINGO",72,0.2
2023,9,"MERCEDES","EQE SUV",68,0.1
2023,9,"MERCEDES","EQS SUV",62,0.1
2023,9,"BYD","ATTO 3",57,0.1
2023,9,"CITROEN","SPACETOURER",56,0.1
2023,9,"HYUNDAI","IONIQ 6",56,0.1
2023,9,"MERCEDES","EQS",48,0.1
2023,9,"TOYOTA","PROACE VERSO",48,0.1
2023,9,"FIAT","ULYSSE",46,0.1
2023,9,"HONDA","E:NY1",44,0.1
2023,9,"FIAT","600",42,0.1
2023,9,"JAGUAR","I-PACE",36,0.1
2023,9,"BMW","I7",33,0.1
2023,9,"MERCEDES","EQC",33,0.1
2023,9,"LEXUS","RZ",31,0.1
2023,9,"TOYOTA","BZ4X",31,0.1
2023,9,"AUDI","E-TRON",30,0.1
2023,9,"OPEL","COMBO",30,0.1
2023,9,"MELEX","378",28,0.1
2023,9,"AIWAYS","U5",23,0
2023,9,"HONDA","E",23,0
2023,9,"BMW","I5",20,0
2023,9,"MERCEDES","EQV",20,0
2023,9,"PEUGEOT","RIFTER",18,0
2023,9,"SUBARU","SOLTERRA",18,0
2023,9,"MELEX","N.CAR",17,0
2023,9,"BYD","HAN",15,0
2023,9,"OPEL","ZAFIRA LIFE",12,0
2023,9,"PEUGEOT","TRAVELLER",12,0
2023,9,"ISSIMA","SAETTA",11,0
2023,9,"EAGLE BUS","JET-SH6-21",10,0
2023,9,"SERES","3",10,0
2023,10,"TESLA","MODEL Y",7315,14.1
2023,10,"TESLA","MODEL 3",5070,9.8
2023,10,"SMART","FORTWO",3808,7.3
2023,10,"FIAT","500",3762,7.3
2023,10,"RENAULT","MEGANE",1732,3.3
2023,10,"MG","MG4",1692,3.3
2023,10,"PEUGEOT","208",1666,3.2
2023,10,"DACIA","SPRING",1591,3.1
2023,10,"AUDI","Q4",1521,2.9
2023,10,"RENAULT","TWINGO",1498,2.9
2023,10,"VOLKSWAGEN","ID.3",1392,2.7
2023,10,"OPEL","CORSA",1365,2.6
2023,10,"BMW","IX1",1023,2
2023,10,"JEEP","AVENGER",948,1.8
2023,10,"MINI","MINI",929,1.8
2023,10,"FORD","MUSTANG MK-E",910,1.8
2023,10,"CUPRA","BORN",869,1.7
2023,10,"POLESTAR","POLESTAR 2",805,1.6
2023,10,"PEUGEOT","2008",801,1.5
2023,10,"MERCEDES","EQA",783,1.5
2023,10,"HYUNDAI","KONA",768,1.5
2023,10,"VOLKSWAGEN","ID.4",766,1.5
2023,10,"OPEL","MOKKA",557,1.1
2023,10,"BMW","I4",551,1.1
2023,10,"VOLVO","XC40",546,1.1
2023,10,"VOLKSWAGEN","ID.5",468,0.9
2023,10,"CITROEN","C4",428,0.8
2023,10,"SKODA","ENYAQ",405,0.8
2023,10,"MERCEDES","EQB",395,0.8
2023,10,"DR","EQ1",386,0.7
2023,10,"PORSCHE","TAYCAN",370,0.7
2023,10,"MG","MARVEL R",341,0.7
2023,10,"SMART","#1",341,0.7
2023,10,"RENAULT","ZOE",339,0.7
2023,10,"TESLA","MODEL S",338,0.7
2023,10,"BMW","IX",323,0.6
2023,10,"NISSAN","LEAF",304,0.6
2023,10,"AUDI","Q8",273,0.5
2023,10,"VOLVO","C40",257,0.5
2023,10,"BMW","IX3",255,0.5
2023,10,"VOLKSWAGEN","ID BUZZ",247,0.5
2023,10,"TESLA","MODEL X",217,0.4
2023,10,"KIA","EV6",202,0.4
2023,10,"MG","ZS",190,0.4
2023,10,"KIA","NIRO",185,0.4
2023,10,"CITROEN","C4 X",180,0.3
2023,10,"MERCEDES","EQE",175,0.3
2023,10,"FIAT","DOBLO",162,0.3
2023,10,"TOYOTA","PROACE CITY",162,0.3
2023,10,"ABARTH","500",160,0.3
2023,10,"FIAT","600",140,0.3
2023,10,"HYUNDAI","IONIQ 5",138,0.3
2023,10,"NISSAN","ARIYA",111,0.2
2023,10,"MAZDA","MX-30",110,0.2
2023,10,"DS","DS3",102,0.2
2023,10,"MERCEDES","EQE SUV",90,0.2
2023,10,"BYD","ATTO 3",89,0.2
2023,10,"AUDI","E-TRON GT",87,0.2
2023,10,"MG","MG5",83,0.2
2023,10,"CITROEN","BERLINGO",78,0.2
2023,10,"HYUNDAI","IONIQ 6",69,0.1
2023,10,"MERCEDES","EQS SUV",65,0.1
2023,10,"CITROEN","SPACETOURER",63,0.1
2023,10,"TOYOTA","PROACE VERSO",60,0.1
2023,10,"KIA","EV9",57,0.1
2023,10,"MERCEDES","EQS",52,0.1
2023,10,"BMW","I5",49,0.1
2023,10,"HONDA","E:NY1",47,0.1
2023,10,"FIAT","ULYSSE",46,0.1
2023,10,"TOYOTA","BZ4X",41,0.1
2023,10,"JAGUAR","I-PACE",37,0.1
2023,10,"LEXUS","RZ",35,0.1
2023,10,"MERCEDES","EQC",34,0.1
2023,10,"BMW","I7",33,0.1
2023,10,"MELEX","378",31,0.1
2023,10,"OPEL","COMBO",31,0.1
2023,10,"AUDI","E-TRON",30,0.1
2023,10,"SUBARU","SOLTERRA",24,0
2023,10,"AIWAYS","U5",23,0
2023,10,"HONDA","E",23,0
2023,10,"MERCEDES","EQV",23,0
2023,10,"MELEX","N.CAR",19,0
2023,10,"BYD","HAN",18,0
2023,10,"PEUGEOT","RIFTER",18,0
2023,10,"SERES","3",18,0
2023,10,"BYD","DOLPHIN",16,0
2023,10,"OPEL","ZAFIRA LIFE",13,0
2023,10,"PEUGEOT","TRAVELLER",13,0
2023,10,"ISSIMA","SAETTA",12,0
2023,10,"EAGLE BUS","JET-SH6-21",10,0
2023,10,"EVO","EVO 3",10,0
2023,10,"LOTUS","ELETRE",10,0
2023,11,"TESLA","MODEL Y",8018,13.4
2023,11,"TESLA","MODEL 3",7026,11.7
2023,11,"SMART","FORTWO",4230,7.1
2023,11,"FIAT","500",4183,7
2023,11,"DACIA","SPRING",2100,3.5
2023,11,"MG","MG4",1908,3.2
2023,11,"RENAULT","MEGANE",1836,3.1
2023,11,"PEUGEOT","208",1823,3
2023,11,"AUDI","Q4",1723,2.9
2023,11,"RENAULT","TWINGO",1597,2.7
2023,11,"VOLKSWAGEN","ID.3",1505,2.5
2023,11,"OPEL","CORSA",1425,2.4
2023,11,"JEEP","AVENGER",1194,2
2023,11,"BMW","IX1",1190,2
2023,11,"FORD","MUSTANG MK-E",1066,1.8
2023,11,"MINI","MINI",1016,1.7
2023,11,"CUPRA","BORN",935,1.6
2023,11,"MERCEDES","EQA",912,1.5
2023,11,"HYUNDAI","KONA",865,1.4
2023,11,"PEUGEOT","2008",840,1.4
2023,11,"POLESTAR","POLESTAR 2",833,1.4
2023,11,"VOLKSWAGEN","ID.4",831,1.4
2023,11,"OPEL","MOKKA",682,1.1
2023,11,"BMW","I4",678,1.1
2023,11,"VOLVO","XC40",621,1
2023,11,"VOLKSWAGEN","ID.5",579,1
2023,11,"CITROEN","C4",535,0.9
2023,11,"SMART","#1",518,0.9
2023,11,"SKODA","ENYAQ",493,0.8
2023,11,"MERCEDES","EQB",475,0.8
2023,11,"DR","EQ1",442,0.7
2023,11,"PORSCHE","TAYCAN",423,0.7
2023,11,"BMW","IX",374,0.6
2023,11,"TESLA","MODEL S",369,0.6
2023,11,"RENAULT","ZOE",352,0.6
2023,11,"MG","MARVEL R",351,0.6
2023,11,"VOLVO","C40",325,0.5
2023,11,"NISSAN","LEAF",310,0.5
2023,11,"AUDI","Q8",306,0.5
2023,11,"FIAT","600",304,0.5
2023,11,"VOLKSWAGEN","ID BUZZ",300,0.5
2023,11,"BMW","IX3",293,0.5
2023,11,"TESLA","MODEL X",237,0.4
2023,11,"KIA","EV6",211,0.4
2023,11,"CITROEN","C4 X",200,0.3
2023,11,"MG","ZS",198,0.3
2023,11,"MERCEDES","EQE",194,0.3
2023,11,"KIA","NIRO",191,0.3
2023,11,"ABARTH","500",173,0.3
2023,11,"TOYOTA","PROACE CITY",165,0.3
2023,11,"FIAT","DOBLO",162,0.3
2023,11,"NISSAN","ARIYA",143,0.2
2023,11,"HYUNDAI","IONIQ 5",140,0.2
2023,11,"MAZDA","MX-30",139,0.2
2023,11,"MERCEDES","EQE SUV",118,0.2
2023,11,"BYD","ATTO 3",116,0.2
2023,11,"DS","DS3",105,0.2
2023,11,"AUDI","E-TRON GT",92,0.2
2023,11,"KIA","EV9",85,0.1
2023,11,"MG","MG5",85,0.1
2023,11,"CITROEN","BERLINGO",81,0.1
2023,11,"HYUNDAI","IONIQ 6",77,0.1
2023,11,"CITROEN","SPACETOURER",69,0.1
2023,11,"MERCEDES","EQS SUV",69,0.1
2023,11,"TOYOTA","PROACE VERSO",62,0.1
2023,11,"BMW","I5",61,0.1
2023,11,"MERCEDES","EQS",56,0.1
2023,11,"TOYOTA","BZ4X",48,0.1
2023,11,"FIAT","ULYSSE",47,0.1
2023,11,"HONDA","E:NY1",47,0.1
2023,11,"PEUGEOT","308",46,0.1
2023,11,"JAGUAR","I-PACE",38,0.1
2023,11,"LEXUS","RZ",38,0.1
2023,11,"OPEL","COMBO",38,0.1
2023,11,"BMW","I7",37,0.1
2023,11,"MERCEDES","EQC",35,0.1
2023,11,"RENAULT","KANGOO",34,0.1
2023,11,"MELEX","378",31,0.1
2023,11,"AUDI","E-TRON",30,0.1
2023,11,"MERCEDES","EQV",30,0.1
2023,11,"BYD","DOLPHIN",28,0
2023,11,"SUBARU","SOLTERRA",27,0
2023,11,"LOTUS","ELETRE",24,0
2023,11,"AIWAYS","U5",23,0
2023,11,"HONDA","E",23,0
2023,11,"BYD","HAN",21,0
2023,11,"MELEX","N.CAR",19,0
2023,11,"PEUGEOT","RIFTER",19,0
2023,11,"SERES","3",18,0
2023,11,"OPEL","ZAFIRA LIFE",14,0
2023,11,"PEUGEOT","TRAVELLER",13,0
2023,11,"ISSIMA","SAETTA",12,0
2023,11,"EVO","EVO 3",11,0
2023,11,"EAGLE BUS","JET-SH6-21",10,0
2023,11,"MERCEDES","EQT",10,0
2023,12,"TESLA","MODEL Y",8587,12.9
2023,12,"TESLA","MODEL 3",7385,11.1
2023,12,"FIAT","500",4749,7.1
2023,12,"SMART","FORTWO",4639,7
2023,12,"DACIA","SPRING",2267,3.4
2023,12,"AUDI","Q4",2147,3.2
2023,12,"RENAULT","MEGANE",2109,3.2
2023,12,"PEUGEOT","208",2045,3.1
2023,12,"MG","MG4",2033,3
2023,12,"RENAULT","TWINGO",1697,2.5
2023,12,"VOLKSWAGEN","ID.3",1644,2.5
2023,12,"JEEP","AVENGER",1496,2.2
2023,12,"OPEL","CORSA",1493,2.2
2023,12,"BMW","IX1",1384,2.1
2023,12,"FORD","MUSTANG MK-E",1156,1.7
2023,12,"VOLKSWAGEN","ID.4",1097,1.6
2023,12,"MERCEDES","EQA",1091,1.6
2023,12,"MINI","MINI",1059,1.6
2023,12,"CUPRA","BORN",1011,1.5
2023,12,"HYUNDAI","KONA",947,1.4
2023,12,"PEUGEOT","2008",903,1.4
2023,12,"POLESTAR","POLESTAR 2",838,1.3
2023,12,"OPEL","MOKKA",800,1.2
2023,12,"BMW","I4",784,1.2
2023,12,"VOLKSWAGEN","ID.5",696,1
2023,12,"SMART","#1",687,1
2023,12,"CITROEN","C4",646,1
2023,12,"VOLVO","XC40",639,1
2023,12,"PORSCHE","TAYCAN",586,0.9
2023,12,"MERCEDES","EQB",554,0.8
2023,12,"SKODA","ENYAQ",535,0.8
2023,12,"BMW","IX",497,0.7
2023,12,"RENAULT","ZOE",491,0.7
2023,12,"DR","EQ1",490,0.7
2023,12,"TESLA","MODEL S",401,0.6
2023,12,"FIAT","600",368,0.6
2023,12,"MG","MARVEL R",365,0.5
2023,12,"VOLVO","C40",364,0.5
2023,12,"NISSAN","LEAF",344,0.5
2023,12,"AUDI","Q8",330,0.5
2023,12,"VOLKSWAGEN","ID BUZZ",320,0.5
2023,12,"BMW","IX3",312,0.5
2023,12,"TESLA","MODEL X",260,0.4
2023,12,"CITROEN","C4 X",243,0.4
2023,12,"KIA","EV6",226,0.3
2023,12,"MERCEDES","EQE",224,0.3
2023,12,"MG","ZS",211,0.3
2023,12,"KIA","NIRO",195,0.3
2023,12,"ABARTH","500",185,0.3
2023,12,"NISSAN","ARIYA",169,0.3
2023,12,"TOYOTA","PROACE CITY",169,0.3
2023,12,"FIAT","DOBLO",167,0.3
2023,12,"BYD","ATTO 3",155,0.2
2023,12,"MAZDA","MX-30",155,0.2
2023,12,"MERCEDES","EQE SUV",153,0.2
2023,12,"HYUNDAI","IONIQ 5",142,0.2
2023,12,"VOLVO","EX30",114,0.2
2023,12,"DS","DS3",112,0.2
2023,12,"AUDI","E-TRON GT",102,0.2
2023,12,"KIA","EV9",93,0.1
2023,12,"CITROEN","BERLINGO",89,0.1
2023,12,"PEUGEOT","308",89,0.1
2023,12,"MG","MG5",86,0.1
2023,12,"HYUNDAI","IONIQ 6",85,0.1
2023,12,"MERCEDES","EQS SUV",78,0.1
2023,12,"BMW","I5",76,0.1
2023,12,"TOYOTA","BZ4X",76,0.1
2023,12,"CITROEN","SPACETOURER",70,0.1
2023,12,"MERCEDES","EQS",67,0.1
2023,12,"TOYOTA","PROACE VERSO",64,0.1
2023,12,"FIAT","ULYSSE",49,0.1
2023,12,"HONDA","E:NY1",47,0.1
2023,12,"OPEL","ASTRA",45,0.1
2023,12,"BMW","I7",42,0.1
2023,12,"RENAULT","KANGOO",41,0.1
2023,12,"JAGUAR","I-PACE",40,0.1
2023,12,"LEXUS","RZ",40,0.1
2023,12,"MERCEDES","EQV",40,0.1
2023,12,"OPEL","COMBO",39,0.1
2023,12,"MERCEDES","EQC",35,0.1
2023,12,"LOTUS","ELETRE",32,0
2023,12,"SUBARU","SOLTERRA",32,0
2023,12,"BYD","DOLPHIN",31,0
2023,12,"MELEX","378",31,0
2023,12,"AUDI","E-TRON",30,0
2023,12,"AIWAYS","U5",23,0
2023,12,"BYD","HAN",23,0
2023,12,"HONDA","E",23,0
2023,12,"MELEX","N.CAR",20,0
2023,12,"MERCEDES","EQT",19,0
2023,12,"PEUGEOT","RIFTER",19,0
2023,12,"SERES","3",18,0
2023,12,"PEUGEOT","TRAVELLER",16,0
2023,12,"OPEL","ZAFIRA LIFE",15,0
2023,12,"ISSIMA","SAETTA",12,0
2023,12,"EVO","EVO 3",11,0
2024,1,"JEEP","AVENGER",327,11
2024,1,"TESLA","MODEL Y",306,10.3
2024,1,"FIAT","500",234,7.8
2024,1,"DACIA","SPRING",174,5.8
2024,1,"SMART","FORTWO",151,5.1
2024,1,"PEUGEOT","208",119,4
2024,1,"TESLA","MODEL 3",84,2.8
2024,1,"SMART","#1",83,2.8
2024,1,"AUDI","Q4",75,2.5
2024,1,"BMW","IX1",75,2.5
2024,1,"FIAT","600",74,2.5
2024,1,"FORD","MUSTANG MK-E",62,2.1
2024,1,"VOLKSWAGEN","ID.3",57,1.9
2024,1,"CITROEN","C4",54,1.8
2024,1,"OPEL","CORSA",49,1.6
2024,1,"OPEL","MOKKA",47,1.6
2024,1,"MG","MG4",43,1.4
2024,1,"PEUGEOT","2008",43,1.4
2024,1,"DR","EQ1",42,1.4
2024,1,"RENAULT","TWINGO",40,1.3
2024,1,"BMW","IX",39,1.3
2024,1,"VOLVO","EX30",39,1.3
2024,1,"MERCEDES","EQA",37,1.2
2024,1,"AUDI","Q8",36,1.2
2024,1,"NISSAN","LEAF",36,1.2
2024,1,"HYUNDAI","KONA",35,1.2
2024,1,"KIA","EV6",32,1.1
2024,1,"VOLVO","XC40",32,1.1
2024,1,"SKODA","ENYAQ",30,1
2024,1,"RENAULT","MEGANE",29,1
2024,1,"BMW","I4",28,0.9
2024,1,"NISSAN","ARIYA",26,0.9
2024,1,"VOLVO","C40",26,0.9
2024,1,"BYD","DOLPHIN",25,0.8
2024,1,"SMART","#3",23,0.8
2024,1,"LOTUS","ELETRE",22,0.7
2024,1,"PORSCHE","TAYCAN",21,0.7
2024,1,"RENAULT","ZOE",21,0.7
2024,1,"BMW","IX2",20,0.7
2024,1,"CUPRA","BORN",20,0.7
2024,1,"PEUGEOT","308",19,0.6
2024,1,"BYD","ATTO 3",18,0.6
2024,1,"AUDI","E-TRON GT",13,0.4
2024,1,"HYUNDAI","IONIQ 6",12,0.4
2024,1,"MERCEDES","EQB",12,0.4
2024,1,"KIA","EV9",11,0.4
2024,1,"MELEX","378",11,0.4
2024,1,"MERCEDES","EQE SUV",11,0.4
2024,1,"MINI","MINI",11,0.4
2024,1,"CITROEN","C4 X",10,0.3
2024,1,"HYUNDAI","IONIQ 5",10,0.3
2024,2,"TESLA","MODEL Y",1558,19.4
2024,2,"TESLA","MODEL 3",670,8.3
2024,2,"JEEP","AVENGER",511,6.4
2024,2,"FIAT","500",479,6
2024,2,"VOLKSWAGEN","ID.3",422,5.3
2024,2,"PEUGEOT","208",293,3.6
2024,2,"BMW","IX1",286,3.6
2024,2,"SMART","FORTWO",271,3.4
2024,2,"DACIA","SPRING",264,3.3
2024,2,"VOLVO","EX30",240,3
2024,2,"AUDI","Q4",178,2.2
2024,2,"FIAT","600",156,1.9
2024,2,"FORD","MUSTANG MK-E",150,1.9
2024,2,"RENAULT","TWINGO",148,1.8
2024,2,"MG","MG4",144,1.8
2024,2,"SMART","#1",140,1.7
2024,2,"SKODA","ENYAQ",116,1.4
2024,2,"CITROEN","C4",106,1.3
2024,2,"MERCEDES","EQA",91,1.1
2024,2,"BMW","IX2",86,1.1
2024,2,"OPEL","CORSA",82,1
2024,2,"AUDI","Q8",81,1
2024,2,"CUPRA","BORN",71,0.9
2024,2,"NISSAN","LEAF",71,0.9
2024,2,"BMW","IX",70,0.9
2024,2,"PEUGEOT","2008",70,0.9
2024,2,"BMW","I4",69,0.9
2024,2,"OPEL","MOKKA",62,0.8
2024,2,"RENAULT","MEGANE",62,0.8
2024,2,"DR","EQ1",58,0.7
2024,2,"SMART","#3",56,0.7
2024,2,"VOLVO","XC40",56,0.7
2024,2,"HYUNDAI","KONA",52,0.6
2024,2,"KIA","EV6",49,0.6
2024,2,"BYD","DOLPHIN",42,0.5
2024,2,"VOLVO","C40",42,0.5
2024,2,"LOTUS","ELETRE",38,0.5
2024,2,"NISSAN","ARIYA",37,0.5
2024,2,"VOLKSWAGEN","ID BUZZ",36,0.4
2024,2,"BYD","ATTO 3",35,0.4
2024,2,"PEUGEOT","308",32,0.4
2024,2,"RENAULT","ZOE",32,0.4
2024,2,"AUDI","E-TRON GT",31,0.4
2024,2,"MERCEDES","EQB",29,0.4
2024,2,"PORSCHE","TAYCAN",28,0.3
2024,2,"CITROEN","C4 X",25,0.3
2024,2,"BMW","I5",24,0.3
2024,2,"KIA","EV9",23,0.3
2024,2,"MERCEDES","EQE SUV",23,0.3
2024,2,"BMW","IX3",22,0.3
2024,2,"TESLA","MODEL X",18,0.2
2024,2,"HYUNDAI","IONIQ 6",17,0.2
2024,2,"VOLKSWAGEN","ID.4",17,0.2
2024,2,"HYUNDAI","IONIQ 5",16,0.2
2024,2,"MELEX","378",15,0.2
2024,2,"VOLKSWAGEN","ID.5",15,0.2
2024,2,"ABARTH","500",14,0.2
2024,2,"MINI","MINI",14,0.2
2024,2,"BYD","SEAL",11,0.1
2024,2,"MERCEDES","EQE",11,0.1
2024,2,"POLESTAR","POLESTAR 2",11,0.1
2024,2,"TOYOTA","BZ4X",11,0.1
2024,3,"TESLA","MODEL Y",2345,17.5
2024,3,"TESLA","MODEL 3",1279,9.5
2024,3,"JEEP","AVENGER",666,5
2024,3,"VOLKSWAGEN","ID.3",648,4.8
2024,3,"FIAT","500",614,4.6
2024,3,"VOLVO","EX30",607,4.5
2024,3,"SMART","FORTWO",580,4.3
2024,3,"BMW","IX1",547,4.1
2024,3,"AUDI","Q4",437,3.3
2024,3,"PEUGEOT","208",389,2.9
2024,3,"MERCEDES","EQA",295,2.2
2024,3,"DACIA","SPRING",285,2.1
2024,3,"RENAULT","TWINGO",276,2.1
2024,3,"MG","MG4",275,2.1
2024,3,"FORD","MUSTANG MK-E",256,1.9
2024,3,"FIAT","600",208,1.6
2024,3,"SMART","#1",198,1.5
2024,3,"AUDI","Q8",166,1.2
2024,3,"OPEL","CORSA",163,1.2
2024,3,"CITROEN","C4",158,1.2
2024,3,"SKODA","ENYAQ",145,1.1
2024,3,"CUPRA","BORN",142,1.1
2024,3,"MERCEDES","EQB",128,1
2024,3,"BMW","I4",124,0.9
2024,3,"BMW","IX",121,0.9
2024,3,"BMW","IX2",114,0.9
2024,3,"SMART","#3",103,0.8
2024,3,"PEUGEOT","2008",100,0.7
2024,3,"HYUNDAI","KONA",95,0.7
2024,3,"NISSAN","LEAF",95,0.7
2024,3,"RENAULT","MEGANE",95,0.7
2024,3,"BYD","ATTO 3",80,0.6
2024,3,"VOLVO","C40",80,0.6
2024,3,"VOLVO","XC40",77,0.6
2024,3,"OPEL","MOKKA",76,0.6
2024,3,"DR","EQ1",67,0.5
2024,3,"KIA","EV6",61,0.5
2024,3,"LOTUS","ELETRE",59,0.4
2024,3,"NISSAN","ARIYA",56,0.4
2024,3,"BYD","DOLPHIN",54,0.4
2024,3,"MERCEDES","EQE SUV",54,0.4
2024,3,"TESLA","MODEL X",54,0.4
2024,3,"VOLKSWAGEN","ID BUZZ",53,0.4
2024,3,"VOLKSWAGEN","ID.4",49,0.4
2024,3,"AUDI","E-TRON GT",44,0.3
2024,3,"RENAULT","ZOE",44,0.3
2024,3,"TESLA","MODEL S",43,0.3
2024,3,"BMW","I5",42,0.3
2024,3,"CITROEN","C4 X",40,0.3
2024,3,"TOYOTA","PROACE VERSO",39,0.3
2024,3,"MERCEDES","EQE",38,0.3
2024,3,"PEUGEOT","308",38,0.3
2024,3,"POLESTAR","POLESTAR 2",37,0.3
2024,3,"HYUNDAI","IONIQ 6",35,0.3
2024,3,"KIA","EV9",35,0.3
2024,3,"PORSCHE","TAYCAN",35,0.3
2024,3,"VOLKSWAGEN","ID.5",34,0.3
2024,3,"BMW","IX3",31,0.2
2024,3,"MINI","MINI",29,0.2
2024,3,"BYD","SEAL",24,0.2
2024,3,"MINI","COUNTRYMAN",22,0.2
2024,3,"ABARTH","500",21,0.2
2024,3,"MELEX","378",21,0.2
2024,3,"HYUNDAI","IONIQ 5",19,0.1
2024,3,"MERCEDES","EQS SUV",19,0.1
2024,3,"TOYOTA","BZ4X",16,0.1
2024,3,"KIA","NIRO",14,0.1
2024,3,"MG","MARVEL R",14,0.1
2024,3,"VOLKSWAGEN","ID.7",14,0.1
2024,3,"MELEX","N.CAR",11,0.1
2024,3,"RENAULT","SCENIC",11,0.1
2024,3,"SUBARU","SOLTERRA",11,0.1
2024,3,"CITROEN","SPACETOURER",10,0.1
2024,4,"TESLA","MODEL Y",2582,15.5
2024,4,"TESLA","MODEL 3",1380,8.3
2024,4,"JEEP","AVENGER",857,5.2
2024,4,"VOLVO","EX30",815,4.9
2024,4,"SMART","FORTWO",763,4.6
2024,4,"VOLKSWAGEN","ID.3",735,4.4
2024,4,"FIAT","500",716,4.3
2024,4,"BMW","IX1",704,4.2
2024,4,"AUDI","Q4",575,3.5
2024,4,"PEUGEOT","208",430,2.6
2024,4,"MERCEDES","EQA",423,2.5
2024,4,"MG","MG4",365,2.2
2024,4,"RENAULT","TWINGO",358,2.2
2024,4,"FORD","MUSTANG MK-E",336,2
2024,4,"DACIA","SPRING",292,1.8
2024,4,"SMART","#1",264,1.6
2024,4,"FIAT","600",249,1.5
2024,4,"CITROEN","C4",219,1.3
2024,4,"MERCEDES","EQB",219,1.3
2024,4,"OPEL","CORSA",201,1.2
2024,4,"BMW","I4",198,1.2
2024,4,"AUDI","Q8",195,1.2
2024,4,"CUPRA","BORN",166,1
2024,4,"BMW","IX",153,0.9
2024,4,"SKODA","ENYAQ",153,0.9
2024,4,"SMART","#3",152,0.9
2024,4,"BMW","IX2",142,0.9
2024,4,"RENAULT","MEGANE",125,0.8
2024,4,"PEUGEOT","2008",122,0.7
2024,4,"MINI","COUNTRYMAN",110,0.7
2024,4,"VOLVO","C40",109,0.7
2024,4,"VOLVO","XC40",106,0.6
2024,4,"HYUNDAI","KONA",105,0.6
2024,4,"VOLKSWAGEN","ID.4",104,0.6
2024,4,"NISSAN","LEAF",103,0.6
2024,4,"TOYOTA","BZ4X",102,0.6
2024,4,"OPEL","MOKKA",97,0.6
2024,4,"BYD","ATTO 3",90,0.5
2024,4,"MERCEDES","EQE SUV",81,0.5
2024,4,"DR","EQ1",80,0.5
2024,4,"LOTUS","ELETRE",80,0.5
2024,4,"VOLKSWAGEN","ID BUZZ",76,0.5
2024,4,"PEUGEOT","3008",75,0.5
2024,4,"NISSAN","ARIYA",72,0.4
