"year","month","brand","registrations","hb_registrations","sdn_registrations","mpv_registrations","stv_registrations","suv_registrations","cpe_conv_registrations"
2024,4,"GAC",3,0,0,0,0,3,0
2024,4,"GREAT_WALL",13,13,0,0,0,0,0
2024,4,"HONDA",1,1,0,0,0,0,0
2024,4,"HYUNDAI",107,0,20,0,0,87,0
2024,4,"JAGUAR",0,0,0,0,0,0,0
2024,4,"KIA",12,0,0,0,0,12,0
2024,4,"LOTUS",1,0,0,0,0,1,0
2024,4,"M.G.",63,36,0,0,2,25,0
2024,4,"MAXUS",3,0,0,3,0,0,0
2024,4,"MAZDA",2,0,0,0,0,2,0
2024,4,"MERCEDES_BENZ",43,0,14,1,0,28,0
2024,4,"MINI",2,2,0,0,0,0,0
2024,4,"NISSAN",0,0,0,0,0,0,0
2024,4,"OPEL",1,0,0,0,0,1,0
2024,4,"PEUGEOT",5,0,0,0,0,5,0
2024,4,"POLESTAR",7,0,7,0,0,0,0
2024,4,"PORSCHE",7,0,7,0,0,0,0
2024,4,"ROLLS_ROYCE",1,0,0,0,0,0,1
2024,4,"SMART",2,0,0,0,0,2,0
2024,4,"TESLA",105,0,4,0,0,101,0
2024,4,"TOYOTA",6,0,0,0,0,6,0
2024,4,"VOLKSWAGEN",0,0,0,0,0,0,0
2024,4,"VOLVO",32,0,0,0,0,32,0
2024,5,"AUDI",6,0,0,0,0,6,0
2024,5,"B.M.W.",112,0,40,0,0,72,0
2024,5,"BYD",380,3,53,2,0,322,0
2024,5,"CHERY",7,0,0,0,0,7,0
2024,5,"CITROEN",13,0,12,0,0,1,0
2024,5,"GAC",25,0,1,0,0,24,0
2024,5,"GREAT_WALL",13,13,0,0,0,0,0
2024,5,"HONDA",1,1,0,0,0,0,0
2024,5,"HYUNDAI",87,0,24,0,0,63,0
2024,5,"JAGUAR",0,0,0,0,0,0,0
2024,5,"KIA",4,0,0,0,0,4,0
2024,5,"LOTUS",2,0,0,0,0,2,0
2024,5,"M.G.",47,23,0,0,2,22,0
2024,5,"MAXUS",7,0,0,7,0,0,0
2024,5,"MAZDA",1,0,0,0,0,1,0
2024,5,"MERCEDES_BENZ",29,0,10,2,0,17,0
2024,5,"MINI",1,1,0,0,0,0,0
2024,5,"NISSAN",1,1,0,0,0,0,0
2024,5,"OPEL",2,0,0,2,0,0,0
2024,5,"PEUGEOT",6,0,0,0,0,6,0
2024,5,"POLESTAR",11,0,11,0,0,0,0
2024,5,"PORSCHE",6,0,6,0,0,0,0
2024,5,"ROLLS_ROYCE",3,0,0,0,0,0,3
2024,5,"SMART",0,0,0,0,0,0,0
2024,5,"TESLA",208,0,123,0,0,85,0
2024,5,"TOYOTA",3,0,0,0,0,3,0
2024,5,"VOLKSWAGEN",28,0,0,0,0,28,0
2024,5,"VOLVO",34,0,0,0,0,34,0
2024,6,"AUDI",13,0,0,0,0,13,0
2024,6,"B.M.W.",155,0,50,0,0,105,0
2024,6,"BYD",403,7,74,3,0,319,0
2024,6,"CHERY",10,0,0,0,0,10,0
2024,6,"CITROEN",11,0,7,0,0,4,0
2024,6,"GAC",18,0,0,0,0,18,0
2024,6,"GREAT_WALL",21,21,0,0,0,0,0
2024,6,"HONDA",0,0,0,0,0,0,0
2024,6,"HYUNDAI",51,0,0,0,0,51,0
2024,6,"JAGUAR",1,0,0,0,0,1,0
2024,6,"KIA",8,0,0,0,0,8,0
2024,6,"LOTUS",0,0,0,0,0,0,0
2024,6,"M.G.",37,20,0,0,1,16,0
2024,6,"MAXUS",8,0,0,8,0,0,0
2024,6,"MAZDA",0,0,0,0,0,0,0
2024,6,"MERCEDES_BENZ",64,0,19,1,0,44,0
2024,6,"MINI",0,0,0,0,0,0,0
2024,6,"NISSAN",0,0,0,0,0,0,0
2024,6,"OPEL",9,0,0,5,0,4,0
2024,6,"PEUGEOT",3,0,0,0,0,3,0
2024,6,"POLESTAR",6,0,6,0,0,0,0
2024,6,"PORSCHE",2,0,2,0,0,0,0
2024,6,"ROLLS_ROYCE",2,0,0,0,0,0,2
2024,6,"SKODA",2,0,0,0,0,2,0
2024,6,"SMART",10,0,0,0,0,10,0
2024,6,"TESLA",308,0,230,0,0,78,0
2024,6,"TOYOTA",6,0,0,0,0,6,0
2024,6,"VOLKSWAGEN",22,0,0,0,0,22,0
2024,6,"VOLVO",30,0,0,0,0,30,0
2024,7,"AUDI",21,0,0,0,0,21,0
2024,7,"B.M.W.",108,0,41,0,0,67,0
2024,7,"BYD",518,14,168,3,0,333,0
2024,7,"CHERY",13,0,0,0,0,13,0
2024,7,"CITROEN",3,0,3,0,0,0,0
2024,7,"GAC",72,0,2,0,0,70,0
2024,7,"GREAT_WALL",19,19,0,0,0,0,0
2024,7,"HONDA",1,1,0,0,0,0,0
2024,7,"HYUNDAI",75,0,3,0,0,72,0
2024,7,"KIA",7,0,0,0,0,7,0
2024,7,"LOTUS",2,0,1,0,0,1,0
2024,7,"M.G.",30,13,0,7,2,8,0
2024,7,"MAXUS",5,0,0,5,0,0,0
2024,7,"MERCEDES_BENZ",25,0,6,1,0,18,0
2024,7,"MINI",12,5,0,0,7,0,0
2024,7,"NISSAN",1,1,0,0,0,0,0
2024,7,"OPEL",4,0,0,0,0,4,0
2024,7,"PEUGEOT",7,0,0,0,0,7,0
2024,7,"POLESTAR",7,0,7,0,0,0,0
2024,7,"PORSCHE",12,0,11,0,0,0,1
2024,7,"ROLLS_ROYCE",2,0,0,0,0,0,2
2024,7,"SKODA",11,0,0,0,0,11,0
2024,7,"SMART",8,0,0,0,0,6,2
2024,7,"TESLA",174,0,100,0,0,74,0
2024,7,"TOYOTA",1,0,0,0,0,1,0
2024,7,"VOLKSWAGEN",19,0,0,0,0,19,0
2024,7,"VOLVO",36,0,0,0,0,36,0
2024,7,"XPENG",2,0,0,0,0,2,0
2024,7,"ZEEKR",2,0,0,0,0,2,0
2024,8,"AUDI",24,0,0,0,0,24,0
2024,8,"B.M.W.",146,0,31,0,2,113,0
2024,8,"BYD",504,5,128,8,0,363,0
2024,8,"CHERY",9,0,0,0,0,9,0
2024,8,"CITROEN",2,0,2,0,0,0,0
2024,8,"GAC",63,0,2,0,0,61,0
2024,8,"GREAT_WALL",14,14,0,0,0,0,0
2024,8,"HONDA",0,0,0,0,0,0,0
2024,8,"HYUNDAI",50,0,1,0,0,49,0
2024,8,"KIA",2,0,0,0,0,2,0
2024,8,"LOTUS",0,0,0,0,0,0,0
2024,8,"M.G.",52,19,0,2,0,31,0
2024,8,"MAXUS",4,0,0,4,0,0,0
2024,8,"MERCEDES_BENZ",63,0,23,1,0,39,0
2024,8,"MINI",18,8,0,0,10,0,0
2024,8,"NISSAN",2,1,0,0,0,1,0
2024,8,"OPEL",3,0,0,0,0,3,0
2024,8,"PEUGEOT",8,0,0,0,0,8,0
2024,8,"POLESTAR",4,0,2,0,0,2,0
2024,8,"PORSCHE",6,0,5,0,1,0,0
2024,8,"ROLLS_ROYCE",0,0,0,0,0,0,0
2024,8,"SERES",1,0,0,0,0,1,0
2024,8,"SKODA",7,0,0,0,0,7,0
2024,8,"SMART",2,0,0,0,0,2,0
2024,8,"TESLA",308,0,186,0,0,122,0
2024,8,"TOYOTA",0,0,0,0,0,0,0
2024,8,"VOLKSWAGEN",33,2,0,0,0,31,0
2024,8,"VOLVO",24,0,0,0,0,24,0
2024,8,"XPENG",43,0,0,0,0,43,0
2024,8,"ZEEKR",19,0,0,0,0,19,0
2024,9,"AUDI",13,0,0,0,0,13,0
2024,9,"B.M.W.",120,0,32,0,2,86,0
2024,9,"BYD",439,7,132,22,0,278,0
2024,9,"CHERY",11,0,0,0,0,11,0
2024,9,"CITROEN",7,0,7,0,0,0,0
2024,9,"GAC",42,0,1,0,0,41,0
2024,9,"GREAT_WALL",6,6,0,0,0,0,0
2024,9,"HONDA",0,0,0,0,0,0,0
2024,9,"HYUNDAI",35,0,12,0,0,23,0
2024,9,"KIA",8,0,0,0,0,8,0
2024,9,"LOTUS",0,0,0,0,0,0,0
2024,9,"M.G.",28,11,0,2,0,15,0
2024,9,"MAXUS",9,0,0,9,0,0,0
2024,9,"MERCEDES_BENZ",32,0,7,0,0,25,0
2024,9,"MINI",15,7,0,0,8,0,0
2024,9,"NISSAN",2,2,0,0,0,0,0
2024,9,"OPEL",6,0,0,3,0,3,0
2024,9,"PEUGEOT",5,0,0,0,0,5,0
2024,9,"POLESTAR",10,0,1,0,0,9,0
2024,9,"PORSCHE",15,1,10,0,2,0,2
2024,9,"ROLLS_ROYCE",1,0,0,0,0,0,1
2024,9,"SERES",0,0,0,0,0,0,0
2024,9,"SKODA",1,0,0,0,0,1,0
2024,9,"SMART",1,0,0,0,0,1,0
2024,9,"TESLA",354,0,217,0,0,137,0
2024,9,"TOYOTA",3,0,0,0,0,3,0
2024,9,"VOLKSWAGEN",16,0,0,0,0,16,0
2024,9,"VOLVO",28,0,0,0,0,28,0
2024,9,"XPENG",90,0,0,0,0,90,0
2024,9,"ZEEKR",17,0,0,2,0,15,0
2024,10,"AUDI",7,0,0,0,0,7,0
2024,10,"B.M.W.",157,0,54,0,0,103,0
2024,10,"BYD",512,10,78,155,0,269,0
2024,10,"CHERY",15,0,0,0,0,15,0
2024,10,"CITROEN",5,0,4,0,0,1,0
2024,10,"GAC",39,0,0,0,0,39,0
2024,10,"GREAT_WALL",12,12,0,0,0,0,0
2024,10,"HONDA",0,0,0,0,0,0,0
2024,10,"HYUNDAI",32,0,5,0,0,27,0
2024,10,"KIA",1,0,0,0,0,1,0
2024,10,"LOTUS",0,0,0,0,0,0,0
2024,10,"M.G.",31,11,0,1,0,18,1
2024,10,"MAXUS",17,0,0,17,0,0,0
2024,10,"MERCEDES_BENZ",47,0,5,0,0,42,0
2024,10,"MINI",29,22,0,0,7,0,0
2024,10,"NISSAN",0,0,0,0,0,0,0
2024,10,"OPEL",0,0,0,0,0,0,0
2024,10,"PEUGEOT",4,0,0,0,0,4,0
2024,10,"POLESTAR",21,0,10,0,0,11,0
2024,10,"PORSCHE",14,0,10,0,1,3,0
2024,10,"ROLLS_ROYCE",0,0,0,0,0,0,0
2024,10,"SERES",0,0,0,0,0,0,0
2024,10,"SKODA",10,0,0,0,0,10,0
2024,10,"SMART",7,0,0,0,0,7,0
2024,10,"TESLA",61,0,47,0,0,14,0
2024,10,"TOYOTA",11,0,0,0,0,11,0
2024,10,"VOLKSWAGEN",22,1,0,1,0,20,0
2024,10,"VOLVO",26,0,0,0,0,26,0
2024,10,"XPENG",77,0,0,0,0,77,0
2024,10,"ZEEKR",27,0,0,12,0,15,0
2024,11,"AUDI",25,0,0,0,0,25,0
2024,11,"B.M.W.",132,0,42,0,1,89,0
2024,11,"BYD",508,3,34,344,0,127,0
2024,11,"CHERY",22,0,0,0,0,22,0
2024,11,"CITROEN",2,0,2,0,0,0,0
2024,11,"DONGFENG",3,3,0,0,0,0,0
2024,11,"GAC",31,0,0,0,0,31,0
2024,11,"GREAT_WALL",3,3,0,0,0,0,0
2024,11,"HONDA",0,0,0,0,0,0,0
2024,11,"HYUNDAI",26,0,8,0,0,18,0
2024,11,"KIA",1,0,0,0,0,1,0
2024,11,"LOTUS",1,0,0,0,0,1,0
2024,11,"M.G.",17,5,0,2,1,8,1
2024,11,"MAXUS",10,0,0,10,0,0,0
2024,11,"MERCEDES_BENZ",48,0,7,0,0,41,0
2024,11,"MINI",15,8,0,0,7,0,0
2024,11,"NETA",2,0,0,0,0,2,0
2024,11,"NISSAN",0,0,0,0,0,0,0
2024,11,"OPEL",0,0,0,0,0,0,0
2024,11,"PEUGEOT",2,0,0,0,0,2,0
2024,11,"POLESTAR",33,0,18,0,0,15,0
2024,11,"PORSCHE",65,0,5,0,1,59,0
2024,11,"ROLLS_ROYCE",0,0,0,0,0,0,0
2024,11,"SERES",0,0,0,0,0,0,0
2024,11,"SKODA",4,0,0,0,0,4,0
2024,11,"SMART",5,0,0,0,0,5,0
2024,11,"TESLA",224,0,168,0,0,56,0
2024,11,"TOYOTA",6,0,0,0,0,6,0
2024,11,"VOLKSWAGEN",27,0,0,9,0,18,0
2024,11,"VOLVO",25,0,0,0,0,25,0
2024,11,"XPENG",55,0,0,0,0,55,0
2024,11,"ZEEKR",17,0,0,8,0,9,0
2024,12,"AUDI",22,0,0,0,0,22,0
2024,12,"B.M.W.",144,0,58,0,1,84,1
2024,12,"BYD",1123,9,138,504,0,472,0
2024,12,"CHERY",25,0,0,0,0,25,0
2024,12,"CITROEN",5,0,2,0,0,3,0
2024,12,"DONGFENG",19,19,0,0,0,0,0
2024,12,"GAC",17,0,0,0,0,17,0
2024,12,"GREAT_WALL",5,5,0,0,0,0,0
2024,12,"HONDA",0,0,0,0,0,0,0
2024,12,"HYUNDAI",27,0,12,0,0,15,0
2024,12,"KIA",0,0,0,0,0,0,0
2024,12,"LOTUS",0,0,0,0,0,0,0
2024,12,"M.G.",28,2,0,4,16,5,1
2024,12,"MAXUS",8,0,0,8,0,0,0
2024,12,"MERCEDES_BENZ",25,0,8,0,0,17,0
2024,12,"MINI",11,6,0,0,5,0,0
2024,12,"NETA",0,0,0,0,0,0,0
2024,12,"NISSAN",4,0,0,0,0,4,0
2024,12,"OPEL",1,0,0,0,0,1,0
2024,12,"PEUGEOT",6,0,0,0,0,6,0
2024,12,"POLESTAR",23,0,15,0,0,8,0
2024,12,"PORSCHE",84,0,4,0,0,80,0
2024,12,"ROLLS_ROYCE",0,0,0,0,0,0,0
2024,12,"SERES",0,0,0,0,0,0,0
2024,12,"SKODA",3,0,0,0,0,2,1
2024,12,"SMART",4,0,0,0,0,4,0
2024,12,"TESLA",294,0,175,0,0,119,0
2024,12,"TOYOTA",3,0,0,0,0,3,0
2024,12,"VOLKSWAGEN",16,0,0,3,0,13,0
2024,12,"VOLVO",31,0,0,0,0,31,0
2024,12,"XPENG",69,0,0,0,0,69,0
2024,12,"ZEEKR",17,0,0,6,0,11,0
2025,1,"AUDI",7,0,0,0,0,7,0
2025,1,"B.M.W.",108,0,25,0,0,83,0
2025,1,"BYD",566,4,50,272,0,240,0
2025,1,"CHERY",28,0,0,0,0,28,0
2025,1,"CITROEN",3,0,1,0,0,2,0
2025,1,"DONGFENG",10,10,0,0,0,0,0
2025,1,"GAC",15,0,0,0,0,15,0
2025,1,"GREAT_WALL",7,7,0,0,0,0,0
2025,1,"HYUNDAI",18,0,9,0,0,9,0
2025,1,"KIA",1,0,0,0,0,1,0
2025,1,"LOTUS",2,0,2,0,0,0,0
2025,1,"M.G.",37,18,0,3,0,8,8
2025,1,"MAXUS",7,0,0,7,0,0,0
2025,1,"MERCEDES_BENZ",74,0,16,0,0,58,0
2025,1,"MINI",14,11,0,0,3,0,0
2025,1,"NETA",2,0,0,0,0,2,0
2025,1,"NISSAN",1,0,0,0,0,1,0
2025,1,"PEUGEOT",6,0,0,0,0,6,0
2025,1,"POLESTAR",11,0,6,0,0,5,0
2025,1,"PORSCHE",28,1,0,0,0,27,0
2025,1,"ROLLS_ROYCE",1,0,0,0,0,0,1
2025,1,"SKODA",1,0,0,0,0,1,0
2025,1,"SKYWORTH",2,0,0,0,0,2,0
2025,1,"SMART",4,0,0,0,0,4,0
2025,1,"TOYOTA",1,0,0,0,0,1,0
2025,1,"VOLKSWAGEN",9,0,0,2,0,7,0
2025,1,"VOLVO",17,0,0,0,0,17,0
2025,1,"XPENG",36,0,0,0,0,36,0
2025,1,"ZEEKR",21,0,0,12,0,9,0
2025,2,"AUDI",6,0,0,0,0,6,0
2025,2,"B.M.W.",109,0,20,0,3,86,0
2025,2,"BYD",801,4,48,0,0,370,0
2025,2,"CHERY",23,0,0,0,0,23,0
2025,2,"CITROEN",5,0,2,0,0,3,0
2025,2,"DEEPAL",1,0,0,0,0,1,0
2025,2,"DONGFENG",49,49,0,0,0,0,0
2025,2,"GAC",63,0,2,0,0,61,0
2025,2,"GREAT_WALL",12,10,2,0,0,0,0
2025,2,"HYUNDAI",51,0,4,0,0,47,0
2025,2,"KIA",1,0,0,0,0,1,0
2025,2,"LOTUS",2,0,1,0,0,1,0
2025,2,"M.G.",39,25,0,0,0,10,4
2025,2,"MAXUS",20,0,0,0,0,0,0
2025,2,"MERCEDES_BENZ",45,0,5,0,0,40,0
2025,2,"MINI",12,10,0,0,2,0,0
2025,2,"NETA",0,0,0,0,0,0,0
2025,2,"NISSAN",1,1,0,0,0,0,0
2025,2,"PEUGEOT",6,0,0,0,0,6,0
2025,2,"POLESTAR",10,0,4,0,0,6,0
2025,2,"PORSCHE",38,0,6,0,0,32,0
2025,2,"ROLLS_ROYCE",0,0,0,0,0,0,0
2025,2,"SKODA",1,0,0,0,0,1,0
2025,2,"SKYWORTH",1,0,0,0,0,1,0
2025,2,"SMART",3,1,0,0,0,2,0
2025,2,"TESLA",262,0,231,0,0,31,0
2025,2,"TOYOTA",2,0,0,0,0,2,0
2025,2,"VOLKSWAGEN",10,0,0,0,0,6,0
2025,2,"VOLVO",17,0,0,0,0,17,0
2025,2,"XPENG",59,0,0,0,0,59,0
2025,2,"ZEEKR",19,0,0,0,0,10,0
2025,3,"AUDI",14,0,0,0,0,14,0
2025,3,"B.M.W.",144,0,31,0,4,109,0
2025,3,"BYD",816,0,59,162,0,595,0
2025,3,"CHERY",20,0,0,0,0,20,0
2025,3,"CITROEN",2,0,1,1,0,0,0
2025,3,"CUPRA",5,0,0,0,0,5,0
2025,3,"DEEPAL",3,0,0,0,0,3,0
2025,3,"DONGFENG",25,25,0,0,0,0,0
2025,3,"GAC",81,0,0,0,0,81,0
2025,3,"GREAT_WALL",15,12,3,0,0,0,0
2025,3,"HYUNDAI",43,0,6,0,0,37,0
2025,3,"KIA",2,0,0,0,0,2,0
2025,3,"LOTUS",1,0,0,0,0,1,0
2025,3,"M.G.",27,13,0,1,0,11,2
2025,3,"MAXUS",11,0,0,11,0,0,0
2025,3,"MERCEDES_BENZ",50,0,12,0,0,38,0
2025,3,"MINI",17,15,0,0,2,0,0
2025,3,"NETA",0,0,0,0,0,0,0
2025,3,"NISSAN",2,2,0,0,0,0,0
2025,3,"OPEL",3,0,0,0,0,3,0
2025,3,"PEUGEOT",0,0,0,0,0,0,0
2025,3,"POLESTAR",26,0,15,0,0,11,0
2025,3,"PORSCHE",39,0,3,0,1,34,1
2025,3,"ROLLS_ROYCE",0,0,0,0,0,0,0
2025,3,"SEAT",1,1,0,0,0,0,0
2025,3,"SKODA",2,0,0,0,0,2,0
2025,3,"SKYWORTH",2,0,0,0,0,2,0
2025,3,"SMART",11,0,0,0,0,11,0
2025,3,"TESLA",151,0,144,0,0,7,0
2025,3,"TOYOTA",3,0,0,0,0,3,0
2025,3,"VOLKSWAGEN",9,0,0,5,0,4,0
2025,3,"VOLVO",35,0,0,0,0,35,0
2025,3,"XPENG",95,0,0,44,0,51,0
2025,3,"ZEEKR",23,0,0,10,0,13,0